Community,Period,state_id,n_months,period_total_months,state_share
77,COVID,17,7,24,0.2916666666666667
77,Post-COVID,0,13,24,0.5416666666666666
77,Post-COVID,2,1,24,0.041666666666666664
77,Post-COVID,5,2,24,0.08333333333333333
77,Post-COVID,12,2,24,0.08333333333333333
77,Post-COVID,17,3,24,0.125
77,Post-COVID,18,3,24,0.125
77,Pre-COVID,0,8,24,0.3333333333333333
77,Pre-COVID,1,6,24,0.25
77,Pre-COVID,2,1,24,0.041666666666666664
77,Pre-COVID,17,9,24,0.375
8,COVID,0,9,24,0.375
8,COVID,1,2,24,0.08333333333333333
8,COVID,2,2,24,0.08333333333333333
8,COVID,6,1,24,0.041666666666666664
8,COVID,17,8,24,0.3333333333333333
8,COVID,18,2,24,0.08333333333333333
8,Post-COVID,0,4,24,0.16666666666666666
8,Post-COVID,1,1,24,0.041666666666666664
8,Post-COVID,17,19,24,0.7916666666666666
8,Pre-COVID,0,4,24,0.16666666666666666
8,Pre-COVID,1,19,24,0.7916666666666666
8,Pre-COVID,17,1,24,0.041666666666666664
9,COVID,0,6,24,0.25
9,COVID,1,8,24,0.3333333333333333
9,COVID,2,1,24,0.041666666666666664
9,COVID,5,1,24,0.041666666666666664
9,COVID,6,1,24,0.041666666666666664
9,COVID,12,2,24,0.08333333333333333
9,COVID,17,3,24,0.125
9,COVID,18,2,24,0.08333333333333333
9,Post-COVID,0,8,24,0.3333333333333333
9,Post-COVID,1,5,24,0.20833333333333334
9,Post-COVID,2,2,24,0.08333333333333333
9,Post-COVID,5,1,24,0.041666666666666664
9,Post-COVID,9,1,24,0.041666666666666664
9,Post-COVID,12,1,24,0.041666666666666664
9,Post-COVID,17,4,24,0.16666666666666666
9,Post-COVID,18,2,24,0.08333333333333333
9,Pre-COVID,0,6,24,0.25
9,Pre-COVID,1,3,24,0.125
9,Pre-COVID,2,2,24,0.08333333333333333
9,Pre-COVID,5,2,24,0.08333333333333333
9,Pre-COVID,6,2,24,0.08333333333333333
9,Pre-COVID,7,1,24,0.041666666666666664
9,Pre-COVID,12,1,24,0.041666666666666664
9,Pre-COVID,16,1,24,0.041666666666666664
9,Pre-COVID,17,6,24,0.25
